place_id,place_name,gmaps_url,types,place_rating,place_user_rating_count,lat,lng,photo_url,review_rating,review_text,review_language,relative_time,publish_time,author
ChIJsww7lvsX2jERzgDlUoluVRY,Maxi-Cash (Sengkang MRT),https://maps.google.com/?cid=1609313977935134926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"finance,point_of_interest,store,establishment",3.6,14,1.3925763000000002,103.8954815,https://places.googleapis.com/v1/places/ChIJsww7lvsX2jERzgDlUoluVRY/photos/ATKogpdhxI4Lvzo7kRVzai06-0ygvRaIDDMJtV190cEeJi3NrjXHTSApm4yfMXWhSwRTKOyelldNrGlbE0L3fBzKEuM7hialbjDr2urI9Z1lRCD4T_0hHOyQvLWXojZ59Jo-qYtTWbj5YyPqzpcq0dzfzCnYlh9OJmFvjrBx-KwSCjhSGWkYkikaznoBfGKCD21pxKiJBLrfFxpJZa_GzoqYgAb1WOFKolUY3TkptQGnSDNZ733c5_fZW8dwwyseO14SzkQiFxUHWaq_JoBp3tmMDFja02rpIXyYhFbHD6G2N2vXuQ/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,1,"Horrible service from Jaimei Chua. Even she did tested my gold and proven true she insisted not to accept it. Even cut my gold. She talk to me like I’m begging her for money. Without your customer golds, you won’t even have a job to start with! I have been coming to their outlet for many years and this is the first  time I got such a service from an employee there. If you’re not happy to be working there then don’t work! Stay home and be an entitled auntie ok? Spare us the thrash attitude!",en,3 weeks ago,2025-08-02T10:20:41.161493833Z,Attic Lah
ChIJsww7lvsX2jERzgDlUoluVRY,Maxi-Cash (Sengkang MRT),https://maps.google.com/?cid=1609313977935134926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"finance,point_of_interest,store,establishment",3.6,14,1.3925763000000002,103.8954815,https://places.googleapis.com/v1/places/ChIJsww7lvsX2jERzgDlUoluVRY/photos/ATKogpdhxI4Lvzo7kRVzai06-0ygvRaIDDMJtV190cEeJi3NrjXHTSApm4yfMXWhSwRTKOyelldNrGlbE0L3fBzKEuM7hialbjDr2urI9Z1lRCD4T_0hHOyQvLWXojZ59Jo-qYtTWbj5YyPqzpcq0dzfzCnYlh9OJmFvjrBx-KwSCjhSGWkYkikaznoBfGKCD21pxKiJBLrfFxpJZa_GzoqYgAb1WOFKolUY3TkptQGnSDNZ733c5_fZW8dwwyseO14SzkQiFxUHWaq_JoBp3tmMDFja02rpIXyYhFbHD6G2N2vXuQ/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"Amazing service by Sarina! She was polite, professional and understood her customers (our) needs! Will go back here again to buy and sell.",en,4 months ago,2025-04-17T06:30:19.063531Z,nabisah begam
ChIJsww7lvsX2jERzgDlUoluVRY,Maxi-Cash (Sengkang MRT),https://maps.google.com/?cid=1609313977935134926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"finance,point_of_interest,store,establishment",3.6,14,1.3925763000000002,103.8954815,https://places.googleapis.com/v1/places/ChIJsww7lvsX2jERzgDlUoluVRY/photos/ATKogpdhxI4Lvzo7kRVzai06-0ygvRaIDDMJtV190cEeJi3NrjXHTSApm4yfMXWhSwRTKOyelldNrGlbE0L3fBzKEuM7hialbjDr2urI9Z1lRCD4T_0hHOyQvLWXojZ59Jo-qYtTWbj5YyPqzpcq0dzfzCnYlh9OJmFvjrBx-KwSCjhSGWkYkikaznoBfGKCD21pxKiJBLrfFxpJZa_GzoqYgAb1WOFKolUY3TkptQGnSDNZ733c5_fZW8dwwyseO14SzkQiFxUHWaq_JoBp3tmMDFja02rpIXyYhFbHD6G2N2vXuQ/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,1,"Rude staffs. Playing APT music loudly. I said I want to redeem, the Chinese staff repeated what do u want? I said redeem. Sarina served me with a demanding manner. no eye contact, I've placed my ic on the counter for her to take. She repeatingly asked me to open my singpass. I asked what for? She said ic. I told her I have placed there for some time. Then she insisted me signing her tab. She has yet to pass me my ring! She passed me the item and she again said sign first! It IS CLEARLY STATED - that I am supposed to confirm and checked the item first BEFORE SIGNING! again she harped loudly signed first! I told her can u please wait and she got pissed.  Sarina and colleague, pls respect others if u need the same respect",en,8 months ago,2024-12-23T10:31:44.212108Z,N. R.
ChIJsww7lvsX2jERzgDlUoluVRY,Maxi-Cash (Sengkang MRT),https://maps.google.com/?cid=1609313977935134926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"finance,point_of_interest,store,establishment",3.6,14,1.3925763000000002,103.8954815,https://places.googleapis.com/v1/places/ChIJsww7lvsX2jERzgDlUoluVRY/photos/ATKogpdhxI4Lvzo7kRVzai06-0ygvRaIDDMJtV190cEeJi3NrjXHTSApm4yfMXWhSwRTKOyelldNrGlbE0L3fBzKEuM7hialbjDr2urI9Z1lRCD4T_0hHOyQvLWXojZ59Jo-qYtTWbj5YyPqzpcq0dzfzCnYlh9OJmFvjrBx-KwSCjhSGWkYkikaznoBfGKCD21pxKiJBLrfFxpJZa_GzoqYgAb1WOFKolUY3TkptQGnSDNZ733c5_fZW8dwwyseO14SzkQiFxUHWaq_JoBp3tmMDFja02rpIXyYhFbHD6G2N2vXuQ/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,Sales person Miss Ling was so nice and very patient in showing different designs with my preference. And also giving recommendations of designs. Very satisfied with purchase. Will come again.,en,3 years ago,2022-03-12T12:35:08.502233Z,Theresa Lim
ChIJsww7lvsX2jERzgDlUoluVRY,Maxi-Cash (Sengkang MRT),https://maps.google.com/?cid=1609313977935134926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"finance,point_of_interest,store,establishment",3.6,14,1.3925763000000002,103.8954815,https://places.googleapis.com/v1/places/ChIJsww7lvsX2jERzgDlUoluVRY/photos/ATKogpdhxI4Lvzo7kRVzai06-0ygvRaIDDMJtV190cEeJi3NrjXHTSApm4yfMXWhSwRTKOyelldNrGlbE0L3fBzKEuM7hialbjDr2urI9Z1lRCD4T_0hHOyQvLWXojZ59Jo-qYtTWbj5YyPqzpcq0dzfzCnYlh9OJmFvjrBx-KwSCjhSGWkYkikaznoBfGKCD21pxKiJBLrfFxpJZa_GzoqYgAb1WOFKolUY3TkptQGnSDNZ733c5_fZW8dwwyseO14SzkQiFxUHWaq_JoBp3tmMDFja02rpIXyYhFbHD6G2N2vXuQ/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,1,"Last time i take my pawn chain in other place same maxi cash with out showing  any ticket coz they got my record, but now they want my ticket even they say got record,but then i dnt have ticket to show,now need to pay 10 dollar for only ticket lol.",en,a year ago,2024-01-08T05:40:05.043992Z,aljhon leguro
ChIJv9tcudgX2jERXflEDiKz89s,SH Mart,https://maps.google.com/?cid=15849208472496568669&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"convenience_store,food_store,food,point_of_interest,store,establishment",5,1,1.3964864000000001,103.8754082,https://places.googleapis.com/v1/places/ChIJv9tcudgX2jERXflEDiKz89s/photos/ATKogpcKLoxsQQiGUI3TxtA8u14kGZVpzO5c0WKS1arumEpD8P9Oc0CVn4p_Om0SYPBRFm5x8K5DaW3X6WVrzLuU5RfAE1Qb6cYtZoZPRwmnWu0gJYgY1zqfYDnssGvwDusyJLPIwgbAV7s4z6R-f8Os3u-jome91SdN9R759XVjhcyc8cM-l-mle4P0sGyWgbj8d3qf_pXaUU7Q7VwHppkTpCgfAVLOAbJCDQUVr8iWa_tr1NdkcOUYtb7NCQE6C_asmhqBQwqydN6mWVGV2YovYmgXt4RNDY1kJHLKZz9rm8DQLA/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"The store owner truly sets this convenience store apart with his exceptional customer service. His friendly and respectful attitude towards every customer, coupled with a consistently warm and welcoming smile, makes every visit a delightful experience. It’s rare to find such genuine hospitality in a convenience store setting.",en,a year ago,2024-01-14T07:59:55.889717Z,Shiv Anand
ChIJ2fEbBRkY2jER6A9xQkKXc6U,Chin Meng Motors | Car Body Work | Car Repairs | Car Workshop Singapore | Kaki Bukit Car Workshop,https://maps.google.com/?cid=11922038949418176488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"car_repair,point_of_interest,establishment",4.1,18,1.3413914999999998,103.91242869999999,https://places.googleapis.com/v1/places/ChIJ2fEbBRkY2jER6A9xQkKXc6U/photos/ATKogpc-VYvkRprD7ZAG3wrIJ07ry0V-WauGzp0qytsqMMVZya7p3AvnFBb9QJ_2osU3rmnDb9r_Yda6CNtyAkrqbMS7wT_E22UIT-pBonf0kE27tlLCuKQE0H5C6vQ7_N-T_ndD-JGyT9wnhWVP76tGTvWCJlo7z-M_z2yNNXUde1wzTYVZserNVYLmDpuqXr_yeBBoA1rp-0L4g2qA0wUlM3mWLWrQW1IoH80vuDRhObMyWeUzhXMaCHfiu4bZitG4RvCLriVklh1RWktuHKeSVaHp2Z6Yh_I9NFcNCNyto3pAsIGWsCA3Z9EaIdiB07oPXdvef2TjSi4Ob7M9RKCcD2jnCmStXecF5AjKYNeXCvqcgLW1F0cgpzpAAFDNnDh6hNLx4IAIZQuF1FGctrHuqx1-Sqh9nYzthUcsmtJnhsbH/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"100% recommend this workshop. The boss Melvin was responsive on my query. A humble and friendly guy. Accommodated my request to get my car done fast, even when his schedule is tight due to CNY. Price is reasonable, the paintwork were superb, the repaired part colour clearly match my original colour. The repair finishing were great. They may not have much number of review, but this workshop is truly recommended.",en,7 months ago,2025-01-16T08:11:28.638176Z,kelvin Koh
ChIJ2fEbBRkY2jER6A9xQkKXc6U,Chin Meng Motors | Car Body Work | Car Repairs | Car Workshop Singapore | Kaki Bukit Car Workshop,https://maps.google.com/?cid=11922038949418176488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"car_repair,point_of_interest,establishment",4.1,18,1.3413914999999998,103.91242869999999,https://places.googleapis.com/v1/places/ChIJ2fEbBRkY2jER6A9xQkKXc6U/photos/ATKogpc-VYvkRprD7ZAG3wrIJ07ry0V-WauGzp0qytsqMMVZya7p3AvnFBb9QJ_2osU3rmnDb9r_Yda6CNtyAkrqbMS7wT_E22UIT-pBonf0kE27tlLCuKQE0H5C6vQ7_N-T_ndD-JGyT9wnhWVP76tGTvWCJlo7z-M_z2yNNXUde1wzTYVZserNVYLmDpuqXr_yeBBoA1rp-0L4g2qA0wUlM3mWLWrQW1IoH80vuDRhObMyWeUzhXMaCHfiu4bZitG4RvCLriVklh1RWktuHKeSVaHp2Z6Yh_I9NFcNCNyto3pAsIGWsCA3Z9EaIdiB07oPXdvef2TjSi4Ob7M9RKCcD2jnCmStXecF5AjKYNeXCvqcgLW1F0cgpzpAAFDNnDh6hNLx4IAIZQuF1FGctrHuqx1-Sqh9nYzthUcsmtJnhsbH/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"100% recommend this place. Was recommended by a friend. Affordable and professional, replied promptly, no delays, very easy and smooth process",en,11 months ago,2024-09-10T01:58:40.315996Z,Dharshy HF
ChIJ2fEbBRkY2jER6A9xQkKXc6U,Chin Meng Motors | Car Body Work | Car Repairs | Car Workshop Singapore | Kaki Bukit Car Workshop,https://maps.google.com/?cid=11922038949418176488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"car_repair,point_of_interest,establishment",4.1,18,1.3413914999999998,103.91242869999999,https://places.googleapis.com/v1/places/ChIJ2fEbBRkY2jER6A9xQkKXc6U/photos/ATKogpc-VYvkRprD7ZAG3wrIJ07ry0V-WauGzp0qytsqMMVZya7p3AvnFBb9QJ_2osU3rmnDb9r_Yda6CNtyAkrqbMS7wT_E22UIT-pBonf0kE27tlLCuKQE0H5C6vQ7_N-T_ndD-JGyT9wnhWVP76tGTvWCJlo7z-M_z2yNNXUde1wzTYVZserNVYLmDpuqXr_yeBBoA1rp-0L4g2qA0wUlM3mWLWrQW1IoH80vuDRhObMyWeUzhXMaCHfiu4bZitG4RvCLriVklh1RWktuHKeSVaHp2Z6Yh_I9NFcNCNyto3pAsIGWsCA3Z9EaIdiB07oPXdvef2TjSi4Ob7M9RKCcD2jnCmStXecF5AjKYNeXCvqcgLW1F0cgpzpAAFDNnDh6hNLx4IAIZQuF1FGctrHuqx1-Sqh9nYzthUcsmtJnhsbH/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,Glad to chance upon this workshop. Mervin is honest and responsive. Repair price was also very resonable and I am happy with the repair works done.  Would strongly recommend this workshop based on my personal experience.,en,2 years ago,2023-02-16T06:03:04.739239Z,jenny Koh
ChIJ2fEbBRkY2jER6A9xQkKXc6U,Chin Meng Motors | Car Body Work | Car Repairs | Car Workshop Singapore | Kaki Bukit Car Workshop,https://maps.google.com/?cid=11922038949418176488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"car_repair,point_of_interest,establishment",4.1,18,1.3413914999999998,103.91242869999999,https://places.googleapis.com/v1/places/ChIJ2fEbBRkY2jER6A9xQkKXc6U/photos/ATKogpc-VYvkRprD7ZAG3wrIJ07ry0V-WauGzp0qytsqMMVZya7p3AvnFBb9QJ_2osU3rmnDb9r_Yda6CNtyAkrqbMS7wT_E22UIT-pBonf0kE27tlLCuKQE0H5C6vQ7_N-T_ndD-JGyT9wnhWVP76tGTvWCJlo7z-M_z2yNNXUde1wzTYVZserNVYLmDpuqXr_yeBBoA1rp-0L4g2qA0wUlM3mWLWrQW1IoH80vuDRhObMyWeUzhXMaCHfiu4bZitG4RvCLriVklh1RWktuHKeSVaHp2Z6Yh_I9NFcNCNyto3pAsIGWsCA3Z9EaIdiB07oPXdvef2TjSi4Ob7M9RKCcD2jnCmStXecF5AjKYNeXCvqcgLW1F0cgpzpAAFDNnDh6hNLx4IAIZQuF1FGctrHuqx1-Sqh9nYzthUcsmtJnhsbH/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"Such a pleasant experience with Chin Meng Motors! Came in on a Sunday close to closing time for a repair and Mr. Quek was honest and upfront with what needed to be done and how long it would take.

Due to the nature of the repair, I was told that it would require more time to complete it and as the workshop was closing, Sam did what he could for a temporary fix while Mr Quek made an arrangement for me to come back on Thursday to fix it fully.

Such great service, honesty and reasonable pricing is such a rare find these days, Chin Meng Motors will be my go-to workshop for anything car related from now on! Thank you so much!",en,2 years ago,2023-08-17T08:57:10.598081Z,Leroy Lee
ChIJ2fEbBRkY2jER6A9xQkKXc6U,Chin Meng Motors | Car Body Work | Car Repairs | Car Workshop Singapore | Kaki Bukit Car Workshop,https://maps.google.com/?cid=11922038949418176488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"car_repair,point_of_interest,establishment",4.1,18,1.3413914999999998,103.91242869999999,https://places.googleapis.com/v1/places/ChIJ2fEbBRkY2jER6A9xQkKXc6U/photos/ATKogpc-VYvkRprD7ZAG3wrIJ07ry0V-WauGzp0qytsqMMVZya7p3AvnFBb9QJ_2osU3rmnDb9r_Yda6CNtyAkrqbMS7wT_E22UIT-pBonf0kE27tlLCuKQE0H5C6vQ7_N-T_ndD-JGyT9wnhWVP76tGTvWCJlo7z-M_z2yNNXUde1wzTYVZserNVYLmDpuqXr_yeBBoA1rp-0L4g2qA0wUlM3mWLWrQW1IoH80vuDRhObMyWeUzhXMaCHfiu4bZitG4RvCLriVklh1RWktuHKeSVaHp2Z6Yh_I9NFcNCNyto3pAsIGWsCA3Z9EaIdiB07oPXdvef2TjSi4Ob7M9RKCcD2jnCmStXecF5AjKYNeXCvqcgLW1F0cgpzpAAFDNnDh6hNLx4IAIZQuF1FGctrHuqx1-Sqh9nYzthUcsmtJnhsbH/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,Second time did my car with Chin Meng motors. Excellent and professional service. Mervin and his team are very knowledgeable and always put themselves in customer’s shoes. Thorough understanding and gave a great advice on what to spend and what not to spend. Sensible man.,en,5 years ago,2020-08-19T03:16:03.596073Z,Afico Lee
ChIJ9620hhEY2jER1CnkZxlxMOA,Samsara Wellness,https://maps.google.com/?cid=16154536217309096404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"wellness_center,spa,health,massage,point_of_interest,establishment",4.8,1153,1.3124474,103.90036649999999,https://places.googleapis.com/v1/places/ChIJ9620hhEY2jER1CnkZxlxMOA/photos/ATKogpdpgowdBn1qGIsEL0DjWbZ8m3w8CuqDIvAyspxyJEQUfcxPufAyoO0QmBiQfa-dVf-9uykfqf3kHxiBO54tEkCMFljmC_oCX5mJcDoOwk0lvpKkFujccvQpl8tgJIAxzbp4Puwsdho2z10Dmeb-Iagj3p3R7WRdc4I_cDYHQR1s6byKrzre5vPRi7oAoJQ6vMDOUVO-FHuBoG1ehUdtqgaPXTgsIvWjipP1THk2HMeTR_OV6gqt53wbEnaSuZT2pOBEn58yncGypemrlWZyqF2lAvod5b9-CGWezLUWxqzVsw/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"Had a wonderful experience at Samsara Wellness. Opted for the foot reflexology and added the $8, 10-min back and shoulder massage — absolutely worth it.

Ting was incredibly skilled, and I could feel the tension melting away. The session significantly reduced my knots, leaving me feeling relieved and completely satisfied. Highly recommend for anyone in need of a quick but effective recharge.",en,6 months ago,2025-02-21T12:02:18.891857Z,Effah Ezzatee
ChIJ9620hhEY2jER1CnkZxlxMOA,Samsara Wellness,https://maps.google.com/?cid=16154536217309096404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"wellness_center,spa,health,massage,point_of_interest,establishment",4.8,1153,1.3124474,103.90036649999999,https://places.googleapis.com/v1/places/ChIJ9620hhEY2jER1CnkZxlxMOA/photos/ATKogpdpgowdBn1qGIsEL0DjWbZ8m3w8CuqDIvAyspxyJEQUfcxPufAyoO0QmBiQfa-dVf-9uykfqf3kHxiBO54tEkCMFljmC_oCX5mJcDoOwk0lvpKkFujccvQpl8tgJIAxzbp4Puwsdho2z10Dmeb-Iagj3p3R7WRdc4I_cDYHQR1s6byKrzre5vPRi7oAoJQ6vMDOUVO-FHuBoG1ehUdtqgaPXTgsIvWjipP1THk2HMeTR_OV6gqt53wbEnaSuZT2pOBEn58yncGypemrlWZyqF2lAvod5b9-CGWezLUWxqzVsw/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"I recently had the most rejuvenating foot massage with add on shoulder + neck.
Sherry was my masseuse and it was an absolute game-changer! From the moment it started, the therapist’s skillful hands worked magic, relieving all the tension and stress I didn’t even realize I was carrying. The perfect combination of pressure and technique left me feeling lighter, relaxed, and completely refreshed

The ambiance of the spa added to the experience—soothing music, calming scents, and a welcoming atmosphere made it the perfect escape. Every detail was thoughtfully curated, making it more than just a massage—it was a whole experience.

If you’re looking to treat yourself or reset after a long day, I can’t recommend this place enough.",en,5 months ago,2025-03-15T09:29:11.810760Z,Kasun Silva
ChIJ9620hhEY2jER1CnkZxlxMOA,Samsara Wellness,https://maps.google.com/?cid=16154536217309096404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"wellness_center,spa,health,massage,point_of_interest,establishment",4.8,1153,1.3124474,103.90036649999999,https://places.googleapis.com/v1/places/ChIJ9620hhEY2jER1CnkZxlxMOA/photos/ATKogpdpgowdBn1qGIsEL0DjWbZ8m3w8CuqDIvAyspxyJEQUfcxPufAyoO0QmBiQfa-dVf-9uykfqf3kHxiBO54tEkCMFljmC_oCX5mJcDoOwk0lvpKkFujccvQpl8tgJIAxzbp4Puwsdho2z10Dmeb-Iagj3p3R7WRdc4I_cDYHQR1s6byKrzre5vPRi7oAoJQ6vMDOUVO-FHuBoG1ehUdtqgaPXTgsIvWjipP1THk2HMeTR_OV6gqt53wbEnaSuZT2pOBEn58yncGypemrlWZyqF2lAvod5b9-CGWezLUWxqzVsw/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"My first time here, opted for the 1 hour foot, back & shoulder combo with Jennifer. Was a really good massage with even pressure, good technique and responsiveness to feedback. I especially liked that the back and shoulder massages were done on a flat massage table instead of the usual saddles that a lot of massage places use. Would love to come back again",en,a week ago,2025-08-16T08:29:08.330757993Z,Yuan Lee Chung
ChIJ9620hhEY2jER1CnkZxlxMOA,Samsara Wellness,https://maps.google.com/?cid=16154536217309096404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"wellness_center,spa,health,massage,point_of_interest,establishment",4.8,1153,1.3124474,103.90036649999999,https://places.googleapis.com/v1/places/ChIJ9620hhEY2jER1CnkZxlxMOA/photos/ATKogpdpgowdBn1qGIsEL0DjWbZ8m3w8CuqDIvAyspxyJEQUfcxPufAyoO0QmBiQfa-dVf-9uykfqf3kHxiBO54tEkCMFljmC_oCX5mJcDoOwk0lvpKkFujccvQpl8tgJIAxzbp4Puwsdho2z10Dmeb-Iagj3p3R7WRdc4I_cDYHQR1s6byKrzre5vPRi7oAoJQ6vMDOUVO-FHuBoG1ehUdtqgaPXTgsIvWjipP1THk2HMeTR_OV6gqt53wbEnaSuZT2pOBEn58yncGypemrlWZyqF2lAvod5b9-CGWezLUWxqzVsw/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"We came here after a heavy lunch at Geylang Serai. Walked in during their happy hour promotion for a foot massage. All I can say is, it’s worth every dollar! My therapist, Jennifer, was attentive and had gentle strokes on. Y aching body. Needless to say, I took a nap while she massaged. Perfect! Perfect!",en,a month ago,2025-07-10T06:47:09.961944258Z,Hani Julyani
ChIJ9620hhEY2jER1CnkZxlxMOA,Samsara Wellness,https://maps.google.com/?cid=16154536217309096404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"wellness_center,spa,health,massage,point_of_interest,establishment",4.8,1153,1.3124474,103.90036649999999,https://places.googleapis.com/v1/places/ChIJ9620hhEY2jER1CnkZxlxMOA/photos/ATKogpdpgowdBn1qGIsEL0DjWbZ8m3w8CuqDIvAyspxyJEQUfcxPufAyoO0QmBiQfa-dVf-9uykfqf3kHxiBO54tEkCMFljmC_oCX5mJcDoOwk0lvpKkFujccvQpl8tgJIAxzbp4Puwsdho2z10Dmeb-Iagj3p3R7WRdc4I_cDYHQR1s6byKrzre5vPRi7oAoJQ6vMDOUVO-FHuBoG1ehUdtqgaPXTgsIvWjipP1THk2HMeTR_OV6gqt53wbEnaSuZT2pOBEn58yncGypemrlWZyqF2lAvod5b9-CGWezLUWxqzVsw/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,"I had a fantastic massage at Samsara Wellnesss! The place was clean and relaxing, and the staff was friendly. Massage Therapist's Ting did an amazing job—super professional and attentive. I left feeling so refreshed and relaxed! Highly recommend and will definitely be back!",en,5 months ago,2025-03-16T08:13:47.330785Z,Everst Yeong
ChIJYWfo21E92jER0gDo5eXYpA0,Sheng Siong Supermarket,https://maps.google.com/?cid=983149100589908178&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,"supermarket,grocery_store,food_store,store,food,point_of_interest,establishment",4.3,887,1.3322877,103.92558659999999,https://places.googleapis.com/v1/places/ChIJYWfo21E92jER0gDo5eXYpA0/photos/ATKogpd6Dv2z5tqjgNPBcc2c6Fw_bEt3r-_nL2QYpgnAaHQQYN_RjtyXlINVf26l_NcudX0WZG2WPerJSPfJBo4z-KM5psQ_QJTL7357L4g_aetoJ9SW6kcZgmnQF2-56E_kqeq_cTTaf0Ne0BkTkevyyan7G10oPzhnmVDfMRhSR5gcdZLyT3WwtLgG-simsqroFGU-4D-poII8PTovwmprlj-n_0fLOSIZPwO1ohE4-bwhEK2r0m3jRFJWr5we8JuLHwHOdUImRnrja5X26e_f7MI-Y5HMN95WlKOD3xrjHWrQ7p89t6SeUpovM6ZUDGmkK109ILIzh-orqYQtrSWQOJnl3JuMBGcgVdUsVPjUk81CvABmuegY7zS7iTfZLPdrv7qcwsZMxwO2ZmOkWPCpCoEJd0Iis-Ngi_5ZV0i_rk2RW2Y/media?maxHeightPx=400&key=AIzaSyDJjGBcf60nBZRWxSPcs2brdQF_mjznZx4,5,Our go to place for grocery shopping. Staffs are very nice and helpful. Fish uncles are also very nice they will cut fish exactly how u want. Two storey makes it convenient to find exactly what u want as they seperate the dry and wet section. Can find everyday needs here.,en,4 months ago,2025-04-27T13:22:43.386725Z,Felli Paswett
